,Code,Occupation,R,he,it,she,everyone,company,team,city,everybody,customer,office,everything,bank,hr,project,development,crew,distribution,village,farm,building,construction,school,restaurant,cemetery,casino,hotel,hospital,property,community,america,agriculture,shop,market,factory,plant,worker,training,london,china,house,budget,computer,system,software,site,website,database,network,chicago,earth,town,ship,marine,mine,miner,oil,food,water,nature,patient,planet,area,farmer,baby,prison,church,religion,college,library,teacher,film,movie,coach,camera,station,dog,nurse,lab,one,fire,fish,transit,animal,airport,body,gym,customers,product,cage,court,generator,shipping,machine,hunter,forest,logging,boiler,coal,mason,concrete,insulation,power,mining,equipment,car,vehicle,engine,plane,pilot,valve,machinery,mobile,aircraft,metal,baker,meat,kitchen,drilling,spring,furnace,laundry,leather,furniture,wood,money,bathroom,paper,production,truck,taxi,locomotive,train,railroad,boat,bridge,crane,pump,afghanistan,soldier,vietnam,business,garden,world,land,store,japan,germany,surgery,man,work,shuttle
333,6010,Agricultural inspectors,Agricultural Inspector,0.227488711476326,0.28149086236953735,0.022041812539100647,,,,,,,,,,,,,,,0.03428606316447258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019260749220848083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
334,6020,Animal breeders,Animal Breeder,0.2318045198917389,0.39437445998191833,0.033278532326221466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009942618198692799,,,,,,,0.022663407027721405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,6040,"Graders and sorters, agricultural products",Agricultural Grader,0.2565004825592041,0.6304951310157776,0.03218367323279381,0.0023139603435993195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033440471161156893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,6050,Miscellaneous agricultural workers,Misc. Agricultural Worker,0.5394988059997559,0.2511681914329529,0.05761061608791351,,,,,,,,,,,,,,,,0.009987697936594486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016998933628201485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,6100,Fishers and related fishing workers,Fisher,0.7637041211128235,0.017376014962792397,0.18632598221302032,0.006255758926272392,,,,0.0017199344001710415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,6110,Hunters and trappers,Hunter,0.9349703192710876,0.001694783684797585,0.04030458256602287,0.004449890460819006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004706655163317919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,6120,Forest and conservation workers,Forest Worker,0.28349390625953674,0.28737613558769226,0.041043657809495926,,,,,,,,,,,,,,,0.02655305527150631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1247880682349205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,6130,Logging workers,Logging Worker,0.43117380142211914,0.20911696553230286,0.020759904757142067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02319025620818138,0.018954593688249588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,6200,First-line supervisors of construction trades and extraction workers,Construction Supervisor,0.31930071115493774,0.3011622726917267,0.059678204357624054,,,,,,,,,,,,,,,,,0.0645238608121872,0.02882670983672142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342,6210,Boilermakers,Boilermaker,0.04488484188914299,0.7490194439888,0.06537017971277237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.020100409165024757,0.006122589111328125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,6220,"Brickmasons, blockmasons, and stonemasons",Mason,0.9681639075279236,0.001101671252399683,0.012894547544419765,0.0022974489256739616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005861887242645025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344,6230,Carpenters,Carpenter,0.6544946432113647,0.12630611658096313,0.13231012225151062,0.012793812900781631,,,,,,,0.005193748977035284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,6240,"Carpet, floor, and tile installers and finishers",Flooring Installer,0.02861468493938446,0.8665768504142761,0.011337155476212502,,,,,,,,0.004576177801936865,,,,,,,,,0.0042939758859574795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,6250,"Cement masons, concrete finishers, and terrazzo workers",Concrete Worker,0.17041794955730438,0.30709564685821533,0.04353468120098114,,,,,,,,,,,,,,,,,0.04204951971769333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.12745322287082672,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,6260,Construction laborers,Construction Laborer,0.7465758919715881,0.09034468978643417,0.04663587734103203,,,,,,,,,,,,,,,,,0.015594672411680222,0.008257081732153893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,6300,"Paving, surfacing, and tamping equipment operators",Paving Operator,0.4341529607772827,0.3274868428707123,0.12866845726966858,0.01352372020483017,,,,,,,0.004490486346185207,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,6310,Pile-driver operators,Pile Driver Operator,0.6019957065582275,0.11350768804550171,0.13619297742843628,0.010598999448120594,,,,0.0035498172510415316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350,6320,Operating engineers and other construction equipment operators,Construction Equipment Operator,0.2675676643848419,0.2868184745311737,0.02960318699479103,,,,,,,,,,,,,,,,,0.06950681656599045,0.03607653081417084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351,6330,"Drywall installers, ceiling tile installers, and tapers",Drywall Installer,0.026253918185830116,0.8919962048530579,0.004329300951212645,,,,,,,,,,,,,,,,,0.005893510766327381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001799446647055447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,6355,Electricians,Electrician,0.6311956644058228,0.04886718466877937,0.10850543528795242,0.0071853711269795895,,,,,,,,,,,,,,,,,,,,,,,0.014589609578251839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,6360,Glaziers,Glazier,0.1421033889055252,0.6897266507148743,0.05589522421360016,0.014146603643894196,,,,0.005642773117870092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,6400,Insulation workers,Insulation Worker,0.14104652404785156,0.5289706587791443,0.18670843541622162,0.007323610596358776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01399063877761364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355,6420,"Painters, construction and maintenance",Painter,0.881774365901947,0.029953446239233017,0.028381241485476494,0.007838345132768154,,,,,,,0.002417856128886342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,6430,Paperhangers,Paperhanger,0.05679018795490265,0.7990341186523438,0.019833682104945183,0.019297903403639793,,,,0.010132348164916039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
357,6440,"Pipelayers, plumbers, pipefitters, and steamfitters",Pipefitter,0.05516272038221359,0.8646447062492371,0.02815338410437107,0.008741130121052265,,,,0.002764967503026128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
358,6460,Plasterers and stucco masons,Plasterer,0.706569492816925,0.13871484994888306,0.1123364195227623,0.004091582726687193,,,,,,,0.0016268410254269838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
359,6500,Reinforcing iron and rebar workers,Rebar Worker,0.08107306808233261,0.8248697519302368,0.018914833664894104,0.007241943851113319,,,,,,,0.0026684722397476435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
360,6515,Roofers,Roofer,0.6012163162231445,0.11407334357500076,0.25424855947494507,0.004633154254406691,,,,0.001249446882866323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
361,6520,Sheet metal workers,Sheet Metal Worker,0.5063446760177612,0.22978262603282928,0.057073671370744705,0.007495076861232519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0068614184856414795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
362,6530,Structural iron and steel workers,Steel Worker,0.24814942479133606,0.16909204423427582,0.029125070199370384,,,,0.03457442671060562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.025317249819636345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,6540,Solar photovoltaic installers,Solar Installer,0.02436310239136219,0.8167402744293213,0.008707269094884396,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0053073870949447155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004059932194650173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,6600,"Helpers, construction trades",Construction Helper,0.6419028043746948,0.07813088595867157,0.1755557656288147,0.007469630800187588,,,,,,,,,,,,,,,,0.011228610761463642,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,6660,Construction and building inspectors,Building Inspector,0.08460340648889542,0.5877663493156433,0.02370128594338894,,,,,,,,0.009029751643538475,,,,,,,,,0.07105525583028793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,6700,Elevator installers and repairers,Elevator Installer,0.10936350375413895,0.7324285507202148,0.023877115920186043,,,,,,,0.0033201142214238644,,,,,,,,,,0.009480792097747326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,6710,Fence erectors,Fence Erector,0.02127140201628208,0.9361769556999207,0.007270574104040861,0.003383579198271036,,,,,,,0.00225178268738091,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368,6720,Hazardous materials removal workers,Hazardous Materials Worker,0.35921376943588257,0.3264116048812866,0.14483888447284698,0.007858256809413433,,,,,,,,,,,,,,,,0.00832593347877264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,6730,Highway maintenance workers,Highway Worker,0.2576257586479187,0.28684863448143005,0.08972153067588806,,,,0.013285291381180286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0279663298279047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,6740,Rail-track laying and maintenance equipment operators,Rail-track Layer,0.003147765528410673,0.9296897053718567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0016833172412589192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0039484030567109585,,,,,,,,,,,,,,,,,,,0.0035674350801855326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,6750,Septic tank servicers and sewer pipe cleaners,Septic Tank Worker,0.23389562964439392,0.554572343826294,0.052143823355436325,0.00728987529873848,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007952007465064526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
372,6765,Miscellaneous construction and related workers,Misc. Construction Worker,0.825718104839325,0.06336814165115356,0.03260282799601555,,,,,,,,,,,,,,,,,0.015080922283232212,0.007148699834942818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,6800,"Derrick, rotary drill, and service unit operators, oil, gas, and mining",Oil Rig Operator,0.598848283290863,0.11981038004159927,0.021716125309467316,,,,,,,,,,,,,0.010971908457577229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01339974906295538,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
374,6820,"Earth drillers, except oil and gas",Earth Driller,0.06435081362724304,0.6300026774406433,0.015615103766322136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.13135461509227753,,,,,,,,,,,0.00982442032545805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,6830,"Explosives workers, ordnance handling experts, and blasters",Explosives Worker,0.41026178002357483,0.22078941762447357,0.13346804678440094,0.018475279211997986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006855008192360401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
376,6840,Mining machine operators,Mining Operator,0.22050529718399048,0.24875584244728088,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06265869736671448,0.05823816359043121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.017486093565821648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,6910,"Roof bolters, mining",Roof Bolter,0.017411401495337486,0.9311567544937134,0.012529874220490456,0.0024577754084020853,,,,,,,0.00236795493401587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
378,6920,"Roustabouts, oil and gas",Roustabout,0.14834599196910858,0.6349570751190186,0.07065770775079727,0.032230839133262634,,,,0.014832315035164356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,6930,Helpers--extraction workers,Helper - Extraction,0.4560896158218384,0.08308535814285278,0.28695452213287354,0.030221011489629745,,,,0.00692884624004364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,6940,Other extraction workers,Other Extraction Worker,0.7007344365119934,0.041870586574077606,0.17676818370819092,0.005602459888905287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001825152081437409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,7000,"First-line supervisors of mechanics, installers, and repairers",Mechanics Supervisor,0.5073897838592529,0.16027726233005524,0.19147109985351562,0.022082822397351265,,,,,,,0.007882068865001202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382,7010,"Computer, automated teller, and office machine repairers",Computer Repairer,0.5986051559448242,0.13055843114852905,0.08513303846120834,0.007880658842623234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03354501724243164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
383,7020,Radio and telecommunications equipment installers and repairers,Telecom Equipment Installer,0.02251128852367401,0.8514006733894348,0.007122380193322897,0.002295899670571089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0036752386949956417,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384,7030,Avionics technicians,Avionics Technician,0.32746365666389465,0.3845115900039673,0.07543007284402847,0.009421639144420624,,,,,,,0.01023803185671568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
385,7040,"Electric motor, power tool, and related repairers",Electric Motor Repairer,0.1036779135465622,0.6283991932868958,0.022251909598708153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.007011000998318195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012569115497171879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,7050,"Electrical and electronics installers and repairers, transportation equipment",Transportation Electronics Repairer,0.39504772424697876,0.4420153498649597,0.03373025357723236,0.005831650923937559,,,,,,,0.0023226544726639986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,7100,"Electrical and electronics repairers, industrial and utility",Industrial Electronics Repairer,0.08739621192216873,0.7346453070640564,0.007570767775177956,0.006716860458254814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01086472813040018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,7110,"Electronic equipment installers and repairers, motor vehicles",Vehicle Electronics Installer,0.01533749233931303,0.8262306451797485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.004468713887035847,0.0713752955198288,0.0034684191923588514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,7120,Electronic home entertainment equipment installers and repairers,Home Entertainment Installer,0.007653931621462107,0.8901879787445068,0.004515096545219421,,,,,,,,0.0045447880402207375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0033690037671476603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
390,7130,Security and fire alarm systems installers,Alarm System Installer,0.08581604808568954,0.7816796898841858,0.03160928934812546,0.003931964281946421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003708462230861187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
391,7140,Aircraft mechanics and service technicians,Aircraft Mechanic,0.6635770201683044,0.06725878268480301,0.03571502864360809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.012120951898396015,0.01143399253487587,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,7150,Automotive body and related repairers,Auto Body Repairer,0.4269125461578369,0.4040065407752991,0.03923808038234711,0.008528435602784157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0051806322298944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,7160,Automotive glass installers and repairers,Auto Glass Installer,0.015411111526191235,0.9495140314102173,0.007397904526442289,,,,,,,,0.0012539024464786053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0011747877579182386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
394,7200,Automotive service technicians and mechanics,Auto Mechanic,0.6278259754180908,0.1382591724395752,0.06316398084163666,0.006967762019485235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003868469502776861,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
